Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
ELMAW0891_T1,Group I,Yes,,,20,,,,,,,,,,,,,,,,,,
ELMAW0891_T2,Group II,Yes,,,20,,,,,,,,,,,,,,,,,,
ELOMA0503_T1,Group 1,Yes,,,26,26,,,,ELOMA0503_OS_group1.xml,,7,,,,,,,,,,,
ELOMA0503_T2,Group 2,Yes,,,24,23,,,,ELOMA0503_OS_group2.xml,,10,,,,,,,,,,,
ELOMA0503_T3,Group 3,Yes,,,10,16,,,,ELOMA0503_OS_group3.xml,,8,,,,,,,,,,,
ELOMA0588_T1,Single doxorubicin,Yes,,,22,8,,,,,"p=0.38, but unclear which arm is superior",,,,,,,,,,,,
ELOMA0588_T2,Doxorubicin + HD-MPA,Yes,,,21,8,,,,,,,,,,,,,,,,,
ENGEB0512_T1,Docetaxel alone,Yes,,,9,,,,,,,4.4,,,,,,,,,,,
ENGEB0512_T2,Gefitinib + docetaxel,Yes,,,9,,,,,,,3.1,,,,,,,,,,,
ENGEL0891_T1,Schedule A,Yes,,,125,17,,0.016,106,,,8.92,,,ENGEL0891_TTP_A.xml,,,,,,,,
ENGEL0891_T2,Schedule B,Yes,,,129,12,,,113,,,5.03,,,ENGEL0891_TTP_B.xml,,,,,,,,
ERKIS1297_T1,Group 1 Oral etoposide,Yes,,,30,16,,0.2,,,,,,,,,,,,,,,
ERKIS1297_T2,Group 2 FAC,Yes,,,30,14,,,,,,,,,,,,,,,,,
ESTAB1199_T1,CNF,Yes,,,72,11.99,,,71,,,7.7,,,,,,,,,,,
ESTAB1199_T2,CEF,Yes,,,73,17.36,,0.015,68,,,11.9,,,,,,,,,,,
ESTEV0303_T1,"Group 1, 200 mg/m2/d",Yes,,,33,,,,,,,2.12,,,ESTEV0303_TTP_12.xml,,,,,,,,
ESTEV0303_T2,"Group 1, 500 mg/m2/d",Yes,,,15,,,,,,,2.03,,,ESTEV0303_TTP_15.xml,,,,,,,,
ESTEV0303_T3,"Group 2, 200 mg/m2/d",Yes,,,32,,,,,,,2.01,,,ESTEV0303_TTP_22.xml,,,,,,,,
ESTEV0303_T4,"Group 2, 500 mg/m2/d",Yes,,,15,,,,,,,1.96,,,ESTEV0303_TTP_25.xml,,,,,,,,
ESTEV0303_T5,"Group 3, 200 mg/m2/d",Yes,,,36,,,,,,,2.24,,,ESTEV0303_TTP_32.xml,,,,,,,,
ESTEV0303_T6,"Group 3, 500 mg/m2/d",Yes,,,15,,,,,,,1.94,,,ESTEV0303_TTP_35.xml,,,,,,,,
ETTIN0486_T1,Megestrol Acetate,Yes,,,94,,,,,,,9.57,,,,,,,,,,,
ETTIN0486_T2,Tamoxifen,Yes,,,103,,,,,,,12.1,N/A,,,,,,,,,,
FALAN0809_T1,Celecoxib + exemestane,Yes,,,74,,,,,,,,N/A,,,,,9.8,,,FALAN0809_PFS_C.xml,,
FALAN0809_T2,Placebo + exemestane,Yes,,,83,,,,,,,,,,,,,9.8,,,FALAN0809_PFS_P.xml,,
FALKS0293_T1,M,Yes,,,37,7.8,,,,FALKS0293_OS_M.xml,,FALKS0293_TTP_M.xml,,,,,,,,,,,
FALKS0293_T2,MMPA,Yes,,,39,9.7,,0.31,,FALKS0293_OS_MMPA.xml,,FALKS0293_TTP_MMP.xml,,,,,,,,,,,
FALKS0785_T1,Stratum A DAT,Yes,,A,61,9.7,,0.25,,,,,,,,,,,,,,,
FALKS0785_T2,Stratum A MT,Yes,,A,52,7.6,,,,,,,,,,,,,,,,,
FALKS0785_T3,Stratum B MT,Yes,,B,38,4.6,,,,,,,,,,,,,,,,,
FALKS0785_T4,Stratum B MTF,Yes,,B,38,5.9,,0.78,,,,,,,,,,,,,,,
FALKS0796_T1,Fadrozole,Yes,,,40,30.4,,,,,,FALKS07992_TTP_FAD.xml,,,,,,,,,,,
FALKS0796_T2,Tamoxifen,Yes,,,40,33.7,,0.866,,,,FALKS07992_TTP_TAM.xml,,,,,,,,,,,
FALKS0888_T1,MPA and MMC,Yes,,,21,11.2,,,,,,,,,,,,,,,,,
FALKS0888_T2,MPA and vindesine,Yes,,,19,12.7,,,,,,,,,,,,,,,,,
FALKS0992_T1,1 mg daily,Yes,,,38,22.3,,,,FALKS0992_OS_1mg.xml,,,,,,,,,,,,,
FALKS0992_T2,4 mg daily,Yes,,,42,26.3,,0.36,,FALKS0992_OS_4mg.xml,,,,,,,,,,,,,
FALKS1174_T1,Group I: calusterone,Yes,,,10,,,,,,,,,,,,,,,,,,
FALKS1174_T2,Group I: fluoxymesterone,Yes,,,11,,,,,,,,,,,,,,,,,,
FALKS1174_T3,Group II: calusterone,Yes,,,18,,,,,,,,,,,,,,,,,,
FALKS1174_T4,Group II: fluoxymesterone,Yes,,,20,,,,,,,,,,,,,,,,,,
FAN0513_T1,TP arm,Yes,,,27,32.8,"HR 0.41 [0.18, 0.92] p=0.027",,,,,,,,,,,10.9,,,,,
FAN0513_T2,TX arm,Yes,,,26,21.5,,,,,,,,,,,,4.8,,,,,
FEHER0605_T1,Gemcitabine,Yes,,,198,11.8,,,97,,,3.4,,,FEHER0605_TTP_GEMI.xml,,,,,,,,
FEHER0605_T2,Epirubicin,Yes,,,199,19.1,,4.00E-04,68,,,6.1,,,FEHER0605_TTP_EPI.xml,,,,,,,,
FINN0115_T1,Palbociclib plus letrozole,Yes,,,84,37.5,"HR 0.813 [0.492, 1.345] p=0.42",,,,,,,,,,,20.2,,,,,
FINN0115_T2,Letrozole,Yes,,,81,34.5,,,,,,,,,,,,10.2,,,,,
FINN1116_T1,Palbociclib-letrozole,Yes,,,444,,,,,,,,,,,,,24.8,,,FINN1116_PCF_PA.xml,,
FINN1116_T2,Placebo-letrozole,Yes,,,222,,,,,,,,,,,,,14.5,,,FINN1116_PCF_PL.xml,,
FOCAN0793_T1,Group A,Yes,,,70,27.1,,,,,,19.2,,,FOCAN0793_TTP_A.xml,,,,,,,,
FOCAN0793_T2,Group B,Yes,,,71,23.6,,,,,,8,,,FOCAN0793_TTP_B.xml,,,,,,,,
FORER0615_T1,TIG/nab-PAC,Yes,,,42,,,,,,,,,,,,,2.8,,,FORER0615_PFS_TIG.xml,,
FORER0615_T2,nab-PAC,Yes,,,22,,,,,,,,,,,,,3.7,,,FORER0615_PFS_NAB.xml,,
FOUNT0401_T2,Group B,Yes,,,90,20,,,,FOUNT0401_OS_B.xml,,8.5,FOUNT0401_TTP_GRPB.xml,,,,,,,,,,
FOUNT0509_T1,PCb,Yes,,,136,29.9,"HR 0.91 [0.65, 1.28]",,,FOUNT0509_pcb_OS.xml,Converted from 98.34% CI to 95% CI,11.5,,,,,,,,,,,
FOUNT0509_T2,GDoc,Yes,,,144,26.9,,,,FOUNT0509_GDOC_OS.xml,,10.4,,,,,,,,,,,
FOUNT0509_T3,Pw,Yes,,,136,41,"HR 0.67 [0.47, 0.95]",,,FOUNT0509_pw_OS.xml,Converted from 98.34% CI to 95% CI,11.4,,,,,,,,,,,
FOUNT0713_T1,Group A (3-weekly),Yes,,,32,26,,,15,FOUNT0713_groupA_OS.xml,,,,,,,,9,,,,,
FOUNT0713_T2,Group B (weekly),Yes,,,32,,,,10,FOUNT0713_groupB_OS.xml,,,,,,,,12,,,,,
FOUNT1004_T1,Group A (P-E),Yes,,,162,22.4,,,83,FOUNT1004_OS_groupA.xml,,,,,,,,,,,,,
FOUNT1004_T2,Group B (P-Cp),Yes,,,160,27.8,,0.25,77,FOUNT1004_OS_groupB.xml,,,,,,,,,,,,,
FOUNT1297_T1,Group A,Yes,Yes,,81,14.6,,,52,FOUNT1297_OS_groupA.xml,,7.2,,,FOUNT1297_TTP_A.xml,,,,,,,,
FOUNT1297_T2,Group B,Yes,Yes,,86,14.9,,0.4483,53,FOUNT1297_OS_groupB.xml,,7.4,,,FOUNT1297_TTP_B.xml,,,,,,,,
FRASC1087_T1,Group 1,Yes,,,53,,,,,,,,,,,,,,,,,,
FRASC1087_T2,Group 2,Yes,,,62,,,,,,,,,,,,,,,,,,
FRENC0291_T1,FEC 50,Yes,,,126,18.7,,,,FRENC0291_OS_FEC50.xml,,,,,,,,,,,,,
FRENC0291_T2,FEC 75,Yes,,,127,21.3,,,,FRENC0291_OS_FEC75.xml,,,,,,,,,,,,,
FRENC0291_T3,Epirubicin,Yes,,,125,17.3,,,,FRENC0291_OS_epirubicin.xml,,,,,,,,,,,,,
FRENC0488_T1,FAC,Yes,Yes,,120,17.7,,,,FRENC0488_OS_FAC.xml,,9,,,FRENC0488_TTP_FAC.xml,,,,,,,,
FRENC0488_T2,FEC,Yes,Yes,,124,15,,,,FRENC0488_OS_FEC.xml,,7.3,,,FRENC0488_TTP_FEC.xml,,,,,,,,
FRENC0900_T1,Arm A,Yes,Yes,,139,17.9,,,119,FRENC0900_OS_groupA.xml,,10.3,,,FRENC0900_TTP_groupA.xml,,,,,,,,
FRENC0900_T2,Arm B,Yes,Yes,,145,18.9,,,126,FRENC0900_OS_groupB.xml,,8.3,,,FRENC0900_TTP_groupB.xml,,,,,,,,
FRENC0900_T3,Arm C,Yes,Yes,,133,16.3,,,115,FRENC0900_OS_groupC.xml,,6.2,,,FRENC0900_TTP_groupC.xml,,,,,,,,
FREUE0200_T1,Formestane,Yes,,,276,18.7,,,,FREUE0200_OS_formestane.xml,,5.6,,,,,,,,,,,
FREUE0200_T2,Megestrol acetate,Yes,,,271,19.9,,,,FREUE0200_OS_MGA.xml,,5.6,,,,,,,,,,,
FRITZ1282_T1,VAC/FMC Without C. parvum,Yes,,,76,21.1,,,,FRITZ1282_OS_withoutCP.xml,,,,,,,,,,,,,
FRITZ1282_T2,VAC/FMC With C. parvum,Yes,,,74,22.2,,,,FRITZ1282_OS_withCP.xml,,,,,,,,,,,,,
FRONT1104_T1,TXT,Yes,,,36,,,,,,,,,,,,,,,,,,
FRONT1104_T2,TXT + CBG,Yes,,,34,,,,,,,,,,,,,,,,,,
FUJIM0473_T1,Testosterone propionate,Yes,,,40,,,,,,,,,,,,,,,,,,
FUJIM0473_T2,10275-S,Yes,,,42,,,,,,,,,,,,,,,,,,
GALE0194_T1,AG,Yes,,,108,24.5,,,98,GALE0194_OS_AG.xml,,,,,,,,,,,,,
GALE0194_T2,TAM,Yes,,,108,21.6,,,94,GALE0194_OS_TAM.xml,,,,,,,,,,,,,
GALLA1287_T1,Low dose,Yes,,,66,13,,,,GALLA1287_OS_lowdose.xml,,,,,,,,,,,,,
GALLA1287_T2,High dose,Yes,,,58,11,,,,GALLA1287_OS_highdose.xml,,,,,,,,,,,,,
GARCI0292_T1,Ag,Yes,,,131,17.1,,,,GARCI0292_OS_AG.xml,,8.8,,,,,,,,,,,
GARCI0292_T2,MPA,Yes,,,119,19.6,,,,GARCI0292_OS_MPA.xml,,6.8,,,,,,,,,,,
GASPA0291_T1,Epirubicin,Yes,,,22,12,,,14,GASPA0291_OS_epi.xml,,,,,,,,,,,,,
GASPA0291_T2,Doxorubicin,Yes,,,21,11,,,14,GASPA0291_OS_dox.xml,,,,,,,,,,,,,
GASPA0307_T1,Arm A,Yes,Yes,,60,,,,,GASPA0307_OS_Phase1175.xml,,6.8,,,GASPA0307_TTP_A.xml,,,,,,,,
GASPA0307_T2,Arm B,Yes,Yes,,63,,,,,GASPA0307_OS_Phase1150.xml,,10,,,GASPA0307_TTP_B.xml,,,,,,,,
GEBBI0103_T1,"Phase II, 75 mg/m2/21 days",Yes,,,16,,,,,,,,,,,,TTP not reached,,,,,,
GEBBI0103_T2,"Phase II, 50 mg/m2/15 days",Yes,,,32,,,,,,,,,,,,TTP not reached,,,,,,
GEBBI0103b_T1,EC,Yes,,,18,,,,,,,,,,,,,,,,,,
GEBBI0103b_T2,ET,Yes,,,20,18,,,,,,,,,,,,,,,,,
GEBBI0103b_T3,AT,Yes,,,20,,,,,,,,,,,,,,,,,,
GELMO0515_T1,LTax/L,Yes,,,326,,"HR 1.28 [0.95, 1.72] p=0.11",,,,,,,,,,,9,,,,,
GELMO0515_T2,TTax/L,Yes,,,326,,,,,,,,,,,,,11.3,,,,,
GELMO1099_T1,P,Yes,,,20,,,,,,,,,,,,,,,,,,
GELMO1099_T2,P + A,Yes,,,20,,,,,,,,,,,,,,,,,,
GENNA0787_T1,AG + HC,Yes,,,25,,,,,,,,,,,,,,,,,,
GENNA0787_T2,AG + HC + F,Yes,,,25,,,,,,,,,,,,,,,,,,
GENNA0806_T1,Paclitaxel,Yes,Yes,,109,28,"HR 1.12 [0.72, 1.73] p=0.62",,,GENNA0806_OS_pAC.xml,"Says RR, not HR",8,,,,,,,,,GENNA0806_PFS_P.xml,,
GENNA0806_T2,Control,Yes,Yes,,106,29,,,,GENNA0806_Cont_OS.xml,,9,,,,,,,,,GENNA0806_PFS_C.xml,,
GERSH0698_T1,Letrozole 0.5 mg,Yes,,,192,21,HR 0.86 p=0.28,,,GERSH0698_LET0.5_OS.xml,"Says RR, not HR",3.3,,,,,,,,,,,
GERSH0698_T2,Letrozole 2.5 mg,Yes,,,185,28,"HR 0.64 [0.49, 0.85] p=0.002",,,GERSH0698_LET2.5_OS.xml,"Says RR, not HR",3.4,,,,,,,,,,,
GERSH0698_T3,Aminoglutethimidine,Yes,,,178,20,,,,GERSH0698_AMINO_OS.xml,,3.2,,,,,,,,,,,
GERSH0997_T1,TOR60,Yes,Yes,,157,25.4,"HR 1.04 [0.78, 1.39] p=0.802",,,GERSH0997_TOR60_OS.xml,Flipped the HRs,4.9,,,GERSH0997_TTP_TOR60.xml,,,,,,,,
GERSH0997_T2,TOR240,Yes,Yes,,157,23.8,"HR 0.98 [0.74, 1.32] p=0.854",,,GERSH0997_TOR240_OS.xml,Flipped the HRs,6.1,,,GERSH0997_TTP_TOR240.xml,,,,,,,,
GERSH0997_T3,TAM40,Yes,Yes,,149,23.4,,,,GERSH0997_TAM40_OS.xml,,6,,,GERSH0997_TTP_TAM40.xml,,,,,,,,
GEYER1206_T1,Lapatinib plus Capecitabine,Yes,,,163,17.5,"HR 0.92 [0.58, 1.46] p=0.72",,,GEYER1206_LAP_OS.xml,,8.4,,,,,,8.4,,,,,
GEYER1206_T2,Capecitabine Alone,Yes,,,161,15.1,,,,GEYER1206_CAP_OS.xml,,4.4,,,,,,4.1,,,,,
GHOSN1211_T1,Arm A (NAVCAP),Yes,Yes,,41,35,,,,GHOSN1211_OS_CAP.xml,,10,,,GHOSN1211_TTP_A.xml,,,,,,,,
GIANN0210_T1,Arm A,Yes,,,41,,,,,,,1.42,,,GIANN0210_ARMA_TTP.xml,,,,,,,,
GIANN0210_T2,Arm B,Yes,,,37,,,,,,,1.42,,,GIANN0210_ARMB_TTP.xml,,,,,,,,
GIANN0513_T1,Docetaxel Plus Trastuzumab,Yes,,,206,38,,,,,"\MOS exceeded 38 months\""""",,,,,,,13.7,,,GIANN0513_PCF_D.xml,,
GIANN0513_T2,Bevacizumab Plus Docetaxel Plus Trastuzumab,Yes,,,215,38,"HR 0.94 [0.68, 1.30] p=0.7078",,,,"\MOS exceeded 38 months\""""",,,,,,,16.5,,,GIANN0513_PCF_B.xml,,
GILL0993_T1,Megace,Yes,,,60,15.46,,,,GILL0993_OS_MGA.xml,Has HR for one of the randomized comparisons,,,,,,,,,,,,
GILL0993_T2,Tamoxifen,Yes,,,58,19.78,,,,GILL0993_OS_T.xml,Has HR for one of the randomized comparisons,,,,,,,,,,,,
GILL0993_T3,Megace + Tamoxifen,Yes,,,62,21.94,,,,GILL0993_OS_MT.xml,Has HR for one of the randomized comparisons,,,,,,,,,,,,
GOCKE0985_T1,Weekly,Yes,,,24,,,,,,,,,,,,,,,,,,
GOCKE0985_T2,Every 3 wks,Yes,,,9,,,,,,,,,,,,,,,,,,
GOCKE1086_T1,DES,Yes,,,50,35,,,20,GOCKE1086_OS_DES.xml,,6,,,,,,,,,,,
GOCKE1086_T2,Tamoxifen,Yes,,,54,34,,,25,GOCKE1086_OS_TAM.xml,,5,,,,,,,,,,,
GOETZ1117_T1,Abemaciclib Plus Nonsteroidal AI,Yes,,,328,,,,,,,,,,,,,,"HR 0.54 [0.41, 0.72] p=0.000021",,GOETZ1117_PFS_Abemaciclib.xml,,
GOETZ1117_T2,Placebo Plus Nonsteroidal AI,Yes,,,165,,,,,,,,,,,,,14.7,,,GOETZ1117_PFS_PLACEBO.xml,,
GOLDE0169_T1,Oxylone Acetate,Yes,,,108,9,,,,GOLDE0169_OS_OA.xml,,,,,,,,,,,,,
GOLDE0169_T2,delta1-Testololactone,Yes,,,103,9,,,,GOLDE0169_OS_DT.xml,,,,,,,,,,,,,
GOLDE0169_T3,Medroxy progesterone acetate,Yes,,,108,6,,,,GOLDE0169_OS_MPA.xml,,,,,,,,,,,,,
GOLDS1214_T1,1/3 wk Treatment Arm,Yes,,,25,,,,,GOLDS1214_OS_13.xml,,3.1,,,,,,3.1,,,,,
GOLDS1214_T2,3/4 wk Treatment Arm,Yes,,,27,9.4,,,,GOLDS1214_OS_34.xml,,2,,,,,,2,,,,,
GOMEZ0216_T1,LC,Yes,,,51,19.6,,,26,,,,,,,,,9,,,GOMEZ2016_PFS_Cap.xml,,
GOMEZ0216_T2,LV,Yes,,,45,15,,,27,,,,,,,,,7,,,GOMEZ2016_PFS_Vin.xml,,
GOMEZ0216_T3,LG,Yes,,,46,11.9,,,27,,,,,,,,,7,,,GOMEZ2016_PFS_Gem.xml,,
GOSS0199_T1,Vorozole,Yes,Yes,,225,26,,,78,GOSS0199_OS_VOR.xml,,2.7,,,GOSS0199_TTP_VOR.xml,,,,,,,,
GOSS0199_T2,Megestrole Acetate,Yes,Yes,,227,28.7,,0.937,73,GOSS0199_OS_MA.xml,,3.6,,,GOSS0199_TTP_MA.xml,,,,,,,,
GOSS1107_T1,ATA + TOR,Yes,,,434,33.48,,,,,,11.2,,,GOSS1107_TTP_TOR.xml,,,,,,,,
GOSS1107_T2,Letrozole,Yes,,,431,36.12,"HR 0.98 [0.87, 1.11] p=0.76",,,,,11.2,,,GOSS1107_TTP_Let.xml,,,,,,,,
GRADI0113_T1,Sorafenib + Paclitaxel,Yes,Yes,,119,16.8,"HR 1.022 [0.715, 1.461] p=0.904",,,GRADI0113_OS_S.xml,,8.1,,,,,,6.9,,,GRADI0113_PFS_S.xml,,
GRADI0113_T2,Placebo + Paclitaxel,Yes,Yes,,118,17.4,,,,GRADI0113_OS_P.xml,,5.6,,,,,,5.6,,,GRADI0113_PFS_P.xml,,
GRADI0809_T1,300 mg/m2 q3w,Yes,,,76,27.7,,,41,GRADI1012_OS_A.xml,Survival data from GRADI1012,,,,,,,11,,,,,
GRADI0809_T2,100 mg/m2 Weekly,Yes,,,76,22.2,,,53,GRADI1012_OS_B.xml,Survival data from GRADI1012,,,,,,,12.8,,,,,
GRADI0809_T3,150 mg/m2 Weekly,Yes,,,74,33.8,,,39,GRADI1012_OS_C.xml,Survival data from GRADI1012,,,,,,,12.9,,,,,
GRADI0809_T4,Docetaxel 100 mg/m2 q3w,Yes,,,74,26.6,,,42,GRADI1012_OS_D.xml,Survival data from GRADI1012,,,,,,,7.5,,,,,
GRADI1105_T1,ABI-007,Yes,,,229,15.17,,0.374,,GRADI1105_OS_A.xml,,5.37,,,,,,,,,,,
GRADI1105_T2,Standard Paclitaxel,Yes,,,225,13,,,,GRADI1105_OS_P.xml,,3.94,,,,,,,,,,,
GREEN0696_T1,VAC,Yes,,,53,11.7,,0.47,48,GREEN0696_OS_VAC.xml,,,,,,,,,,,,,
GREEN0696_T2,VNC,Yes,,,55,12.1,,,52,GREEN0696_OS_VNC.xml,,,,,,,,,,,,,
GUAN0613_T1,Lapatinib Plus Paclitaxel,Yes,,,222,27.8,"HR 0.74 [0.58, 0.94] p=0.0124",,,,,,,,,,,9.7,,,,,
GUAN0613_T2,Placebo Plus Paclitaxel,Yes,,,222,20.5,,,,,,,,,,,,6.5,,,,,
GUNDE0190_T1,Awkly,Yes,,,81,14,,,,GUNDE0190_OS_Awkly.xml,,,,,,,,,,,,,
GUNDE0190_T2,EPIbiwkly,Yes,,,68,14,,,,GUNDE0190_OS_EPI.xml,,,,,,,,,,,,,
GUNDE0292_T1,Chemotherapy,Yes,,,70,13,,,,GUNDE0292_OS_C.xml,,,,,,,,,,,,,
GUNDE0292_T2,Chemotherapy + HD-MPA,Yes,,,68,9,,-0.05,,GUNDE0292_OS_CH.xml,"\< 0.05\""""",,,,,,,,,,,,
GUNDE1190_T1,TAM,Yes,,,73,32,,,,GUNDE1190_OS_T.xml,,,,,,,,,,,,,
GUNDE1190_T2,TAM/HD-MPA,Yes,,,78,32,,0.37,,GUNDE1190_OS_TM.xml,,,,,,,,,,,,,
GUNDE1286_T1,Awkly,Yes,,,62,11,,,,GUNDE1286_OS_A.xml,,,,,,,,,,,,,
GUNDE1286_T2,VAC,Yes,,,66,13.1,,0.49,,GUNDE1286_OS_V.xml,,,,,,,,,,,,,
GUNDE1294_T1,Doxorubicin,Yes,,,111,11,,,,GUNDE1294_OS_dox.xml,,,,,,,,,,,,,
GUNDE1294_T2,Doxorubicin + HD-MPA,Yes,,,107,11,,,,GUNDE1294_OS_doxMPA.xml,,,,,,,,,,,,,
HABES0291_T1,LEP,Yes,,,97,10.73,,,,HABES0291_OS_LEP.xml,,,,,,,,4.2,,,,,
HABES0291_T2,HEP,Yes,,,102,10.27,,,,HABES0291_OS_HEP.xml,,,,,,,,7,,,,,
HAINE0469_T1,Fluoxymesterone,Yes,,,21,,,,,,only one curve; doesnt look like any type,,,,,,,,,,,,
HAINE0469_T2,Fluoxymesterone plus ethinyl estradiol,Yes,,,20,,,,,,,,,,,,,,,,,,
HAINS0297_T1,CMF,Yes,,,64,16,,,,HAINS0297_OS_C.xml,,,,,,,,,,,,,
HAINS0297_T2,NFL,Yes,,,64,19,,0.48,,HAINS0297_OS_N.xml,,,,,,,,,,,,,
HAMBE0411_T1,Combination Arm (H+D),Yes,Yes,,53,30.5,,,,HAMBE0411_OS_C.xml,,,,,,,,9.4,,,HAMBE0411_PFS_C.xml,,
HAMBE0411_T2,Sequential Arm (H -> D),Yes,Yes,,46,19.7,"HR 1.49 [0.91, 2.47] p=0.12",,,HAMBE0411_OS_S.xml,,,,,,,,3.9,,,HAMBE0411_PFS_S.xml,,
HARBE0117_T1,PLD,Yes,Yes,,105,23.3,"HR 1.12 [0.79, 1.58] p=0.53",,,HARBE0117_OS_P.xml,,6,"HR 1.08 [0.76, 1.54] p=0.67",,HARBE0117_TTP_P.xml,,,,,,,,
HARBE0117_T2,Capecitabine,Yes,Yes,,105,26.8,,,,HARBE0117_OS_C.xml,,6.1,,,HARBE0117_TTP_C.xml,,,,,,,,
HARBE0316_T1,Afatinib group,Yes,Yes,,332,20.5,"HR 1.48 [1.12, 1.95] p=0.0048",,,HARBE0316_OS_A.xml,,,,,,,,5.5,,,HARBE0316_PFS_A.xml,,
HARBE0316_T2,Trastuzumab group,Yes,Yes,,168,28.6,,,,HARBE0316_OS_T.xml,,,,,,,,5.6,,,HARBE0316_PFS_T.xml,,
HARPE0799_T1,CMF,Yes,Yes,,48,11,,,45,HARPE0799_OS_C.xml,,,,,,,,,,,HARPE0799_PFS_C.xml,,
HARPE0799_T2,MM,Yes,Yes,,47,12,,0.9,41,HARPE0799_OS_M.xml,,,,,,,,,,,HARPE0799_PFS_M.xml,,
HARRI0102_T1,TLC D-99,Yes,Yes,,108,16,,,,HARRI0102_OS_D.xml,,3.8,,,HARRI0102_TTP_D.xml,,,,,,,,
HARRI0102_T2,Doxorubicin,Yes,Yes,,116,20,"HR 0.76 [0.56, 1.04] p=0.09",,,HARRI0102_OS_Do.xml,,4.3,,,HARRI0102_TTP_Do.xml,,,,,,,,
HARVE0713_T1,C,Yes,,,42,12.8,,,,,,,,,,,,3.1,,,,,
HARVE0713_T2,CCy,Yes,,,40,13.2,,0.72,,,,,,,,,,6.9,,,,,
HARVE1106_T1,60 mg/m2,Yes,,,149,10.6,,,125,HARVE1106_OS_60mg.xml,,3,,,,,,,,,,,
HARVE1106_T2,75 mg/m2,Yes,,,190,10.3,,,152,HARVE1106_OS_75mg.xml,,3.5,,,,,,,,,,,
HARVE1106_T3,100 mg/m2,Yes,,,185,12.3,,,149,HARVE1106_OS_100mg.xml,,3.9,,,,,,,,,,,
HATSC0212_T1,ET,Yes,Yes,,143,26,,,,HATSC0212_OS_E.xml,,,,,,,,10.8,,,HATSC0212_PFS_E.xml,,
HATSC0212_T2,TEX,Yes,Yes,,144,29.7,"HR 0.84 [0.63, 1.11] p=0.22",,,HATSC0212_OS_T.xml,,,,,,,,12.4,,,HATSC0212_PFS_T.xml,,
HAUSM1295_T1,EV,Yes,,,129,14.7,,,,,,5.4,,,,,,,,,,,
HAUSM1295_T2,MV,Yes,,,126,13.3,,,,,,5.1,,,,,,,,,,,
HAYES1095_T1,TAM,Yes,Yes,,215,31.67,,,,HAYES1095_OS_TA.xml,,5.83,,,HAYES1095_TTP_TA.xml,,,,,,,,
HAYES1095_T2,TOR60,Yes,Yes,,221,38.17,"HR 0.96 [0.70, 1.32]",,,HAYES1095_OS_T.xml,Flipped hazard ratios,5.6,,,HAYES1095_TTP_T.xml,,,,,,,,
HAYES1095_T3,TOR200,Yes,Yes,,212,30.13,"HR 1.23 [0.91, 1.67]",,,HAYES1095_OS_TO.xml,Flipped hazard ratios,5.57,,,HAYES1095_TTP_TO.xml,,,,,,,,
HEERY1115_T1,Docetaxel and PANVAC,Yes,,,25,,,,,,,,,,,,,7.9,,,HEERY1115_PFS_DP.xml,,
HEERY1115_T2,Docetaxel Alone,Yes,,,23,,,,,,,,,,,,,3.9,,,HEERY1115_PFS_D.xml,,
HEIDE0290_T1,AC,Yes,,,51,,,,,,,,,,,,,,,,,,
HEIDE0290_T2,EC,Yes,,,66,,,,,,,,,,,,,,,,,,
HEIDE0290_T3,NC,Yes,,,62,,,,,,,,,,,,,,,,,,
HEIDN1102_T1,FEC,Yes,Yes,,126,15.8,,0.7,,HEIDN1102_OS_F.xml,"Follow-up range [0.99, 73.68]",6.15,,,HEIDN1102_TTP_F.xml,,,,,,,,
HEIDN1102_T2,Mitoxantrone,Yes,Yes,,132,14.1,,,,HEIDN1102_OS_M.xml,,4.4,,,HEIDN1102_TTP_M.xml,,,,,,,,
HEINO0185_T1,Tamoxifen group,Yes,,,49,29.5,,,,HEINO0185_OS_TAM.xml,,13,,,,,,,,,,,
HEINO0185_T2,Tamoxifen plus nandrolone decanoate group,Yes,,,49,24.8,,,,HEINO0185_OS_TND.xml,,12,,,,,,,,,,,
HENDE0589_T1,Mitoxantrone,Yes,Yes,,165,9.1,,0.38,,HENDE0589_OS_M.xml,,,,,HENDE0589_TTP_M.xml,,,,,,,,
HENDE0589_T2,Doxorubicin,Yes,Yes,,160,8.93,,,,HENDE0589_OS_D.xml,,,,,HENDE0589_TTP_D.xml,,,,,,,,
HOLME1186_T1,Single,Yes,,,39,,,,,,,,,,,,,,,,,,
HOLME1186_T2,Daily x 5,Yes,,,37,,,,,,,,,,,,,,,,,,
HOOGS0776_T1,Intermittent combination,Yes,,,98,14,,,,HOOGS0776_OS_I.xml,,,,,,,,,,,,,
HOOGS0776_T2,Weekly combination,Yes,,,106,14,,,,HOOGS0776_OS_W.xml,,,,,,,,,,,,,
HOOGS0776_T3,Adriamycin,Yes,,,79,11,,,,HOOGS0776_OS_A.xml,,,,,,,,,,,,,
HORI0901_T1,Method A,Yes,Yes,,48,26.9,,0.748,,HORI0901_OS_A.xml,,11.6,,,HORI0901_TTP_A.xml,,,,,,,,
