Paper,Disease,TRUE,Surrogate,Trial,Patients Treatment,Patients Control,HR Surrogate,CI Surrogate,HR True,CI True,
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Hecht,,,1.27,"[1.06,1.52]",1.43,"[1.11,1.83]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Tol,,,1.22,"[1.04,1.43]",1.15,,
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,VanCutsem1a,,,0.68,"[0.05,0.94]",0.84,"[0.64,1.11]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,VanCutsem1b,,,1.07,"[0.71,1.61]",1.03,"[0.74,1.44]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Douillard1a,,,0.8,"[0.66,0.97]",0.83,"[0.67,1.02]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Douillard1b,,,1.29,"[1.04,1.62]",1.24,"[0.98,1.57]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Maughan1a,,,0.96,"[0.84,1.09]",1.04,"[0.90,1.20]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Maughan1b,,,1.07,"[0.90,1.26]",0.98,"[0.84,1.14]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Maughan1c,,,1.06,"[0.88,1.28]",1.09,"[0.88,1.35]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Maughan1d,,,0.77,"[0.59,1.01]",0.93,"[0.69,1.25]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Peeters1a,,,0.73,"[0.59,0.90]",0.85,"[0.70,1.04]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Peeters1b,,,0.85,"[0.68,1.06]",0.94,"[0.76,1.15]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Tveit1a,,,1.07,"[0.79,1.45]",1.14,"[0.80,1.61]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Tveit1b,,,0.71,"[0.50,1.03]",1.03,"[0.68,1.57]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Bokemeyer1a,,,0.57,"[0.38,0.86]",0.86,"[0.60,1.22]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,Bokemeyer1b,,,1.72,"[1.10,2.68]",1.29,"[0.87,1.91]",
"SIDH0113
",Metastatic Colorectal Cancer,OS,PFS,VanCutsem2,,,0.76,"[0.58,1.00]",0.82,"[0.71,0.94]",
"SIRI0118
",Immunotherapy,OS,ORR,1,,,6.1957,,0.86,,*odds ratio
"SIRI0118
",Immunotherapy,OS,ORR,2,,,8.6163,,0.771,,
"SIRI0118
",Immunotherapy,OS,ORR,3,,,3.542,,0.673,,
"SIRI0118
",Immunotherapy,OS,ORR,4,,,3.3401,,0.67,,
"SIRI0118
",Immunotherapy,OS,ORR,5,,,4.9762,,0.864,,
"SIRI0118
",Immunotherapy,OS,ORR,6,,,4.1149,,0.418,,
"SIRI0118
",Immunotherapy,OS,ORR,7,,,3.2949,,0.708,,
"SIRI0118
",Immunotherapy,OS,ORR,8,,,5.7838,,0.702,,
"SIRI0118
",Immunotherapy,OS,ORR,9,,,13.5655,,0.792,,
"SIRI0118
",Immunotherapy,OS,ORR,10,,,1.6951,,0.732,,
"SIRI0118
",Immunotherapy,OS,ORR,11,,,1.694,,0.631,,
"SIRI0118
",Immunotherapy,OS,ORR,12,,,2.032,,0.614,,
"SIRI0118
",Immunotherapy,OS,ORR,13,,,1.0476,,0.675,,
"SIRI0118
",Immunotherapy,OS,ORR,14,,,1.6742,,0.75,,
"SIRI0118
",Immunotherapy,OS,ORR,15,,,2.6042,,0.59,,
"SIRI0118
",Immunotherapy,OS,ORR,16,,,5.9323,,0.758,,
"SIRI0118
",Immunotherapy,OS,ORR,17,,,2.5055,,0.691,,
"SIRI0118
",Immunotherapy,OS,PFS,1,,,0.598,,0.86,,
"SIRI0118
",Immunotherapy,OS,PFS,2,,,0.498,,0.771,,
"SIRI0118
",Immunotherapy,OS,PFS,3,,,0.567,,0.673,,
"SIRI0118
",Immunotherapy,OS,PFS,4,,,0.581,,0.67,,
"SIRI0118
",Immunotherapy,OS,PFS,5,,,0.736,,0.864,,
"SIRI0118
",Immunotherapy,OS,PFS,6,,,0.432,,0.418,,
"SIRI0118
",Immunotherapy,OS,PFS,7,,,0.572,,0.708,,
"SIRI0118
",Immunotherapy,OS,PFS,8,,,0.432,,0.702,,
"SIRI0118
",Immunotherapy,OS,PFS,9,,,0.396,,0.792,,
"SIRI0118
",Immunotherapy,OS,PFS,10,,,0.869,,0.732,,
"SIRI0118
",Immunotherapy,OS,PFS,11,,,0.78,,0.631,,
"SIRI0118
",Immunotherapy,OS,PFS,12,,,0.499,,0.614,,
"SIRI0118
",Immunotherapy,OS,PFS,13,,,0.912,,0.675,,
"SIRI0118
",Immunotherapy,OS,PFS,14,,,0.909,,0.75,,
"SIRI0118
",Immunotherapy,OS,PFS,15,,,0.63,,0.59,,
"SIRI0118
",Immunotherapy,OS,PFS,16,,,0.873,,0.758,,
"SIRI0118
",Immunotherapy,OS,PFS,17,,,0.882,,0.691,,
"XAVI0713
",Gastric Cancer,OS,PFS,A,,,0.63,"[0.38,1.05]",0.56,"[0.35,0.88]",
"XAVI0713
",Gastric Cancer,OS,PFS,B,,,0.67,"[0.43,1.04]",0.82,"[0.47,1.45]",
"XAVI0713
",Gastric Cancer,OS,PFS,C,,,0.71,"[0.59,0.85]",0.74,"[0.60,0.91]",
"XAVI0713
",Gastric Cancer,OS,PFS,D,,,0.8,"[0.68,0.93]",0.87,"[0.73,1.03]",
"XAVI0713
",Gastric Cancer,OS,PFS,E,,,0.8,"[0.63,1.03]",0.85,"[0.64,1.13]",
"XAVI0713
",Gastric Cancer,OS,PFS,F,,,0.86,"[0.54,1.37]",0.96,"[0.60,1.52]",
"XAVI0713
",Gastric Cancer,OS,PFS,G,,,0.92,"[0.80,1.04]",0.92,"[0.80,1.10]",
"XAVI0713
",Gastric Cancer,OS,PFS,H,,,0.92,"[0.81,1.05]",0.86,"[0.80,0.99]",
"XAVI0713
",Gastric Cancer,OS,PFS,I ,,,0.95,"[0.80,1.14]",0.91,"[0.76,1.04]",
"XAVI0713
",Gastric Cancer,OS,PFS,J,,,0.99,"[0.86,1.14]",0.92,"[0.80,1.05]",
"XAVI0713
",Gastric Cancer,OS,PFS,K,,,1.13,"[0.63,2.01]",1.02,"[0.61,1.70]",
"XAVI0713
",Gastric Cancer,OS,PFS,L,,,1.14,"[0.59,2.21]",0.77,"[0.51,1.17]",
